t,y
0.0,0.0
0.1,0.0569388189584104
0.2,0.1134001928347593
0.30000000000000004,0.16905248146541638
0.4,0.22360751859823472
0.5,0.2768176099564382
0.6000000000000001,0.3284725978435879
0.7000000000000001,0.3783970047588571
0.8,0.426447266524878
0.9,0.4725090636166206
1.0,0.5164947577140191
1.1,0.5583409389778348
1.2000000000000002,0.5980060881616402
1.3,0.635468356416702
1.4000000000000001,0.670723464514578
1.5,0.7037827221979784
1.6,0.7346711674673497
1.7000000000000002,0.7634258248121591
1.8,0.7900940806955341
1.9000000000000001,0.8147321739922317
2.0,0.8374037985566365
2.1,0.8581788146533652
2.2,0.8771320656120974
2.3000000000000003,0.8943422957646291
2.4000000000000004,0.9098911654802119
2.5,0.9238623589296192
2.6,0.936340780073873
2.7,0.9474118322852725
2.8000000000000003,0.9571607769615759
2.9000000000000004,0.9656721664844984
3.0,0.9730293468969025
3.1,0.9793140257252699
3.2,0.984605900451559
3.3000000000000003,0.9889823432379683
3.4000000000000004,0.9925181376262361
3.5,0.9952852630669815
3.6,0.997352723281501
3.7,0.9987864146158837
3.8000000000000003,0.9996490307130248
3.9000000000000004,1.0
4.0,0.9998954526644597
4.1000000000000005,0.9993882139724821
4.2,0.9985278209601985
4.3,0.9973605597110975
4.4,0.99592952060903
4.5,0.9942746691325548
4.6000000000000005,0.9924329299284069
4.7,0.9904382820698413
4.800000000000001,0.9883218635686489
4.9,0.986112083367271
5.0,0.9838347391891518
5.1000000000000005,0.9815131397709372
5.2,0.9791682301390369
5.300000000000001,0.9768187187252525
5.4,0.9744812052414773
5.5,0.9721703083518186
5.6000000000000005,0.9698987922919061
5.7,0.9676776916896007
5.800000000000001,0.9655164339389518
5.9,0.9634229585701297
6.0,0.9614038331423607
6.1000000000000005,0.9594643652647936
6.2,0.9576087104219007
6.300000000000001,0.9558399753457213
6.4,0.9541603167371964
6.5,0.9525710351932843
6.6000000000000005,0.9510726642457379
6.7,0.9496650544616335
6.800000000000001,0.9483474525952343
6.9,0.9471185758158188
7.0,0.9459766810669663
7.1000000000000005,0.9449196296397623
7.2,0.9439449470656799
7.300000000000001,0.9430498784548261
7.4,0.942231439422016
7.5,0.9414864627570252
7.6000000000000005,0.9408116410066016
7.7,0.9402035651446118
7.800000000000001,0.9396587595132844
7.9,0.939173713223091
8.0,0.9387449082015779
8.1,0.9383688440826158
8.200000000000001,0.9380420601272453
8.3,0.9377611543657368
8.4,0.9375228001477921
8.5,0.9373237602841762
8.6,0.9371608989585638
8.700000000000001,0.9370311915831946
8.8,0.9369317327661374
8.9,0.9368597425516847
9.0,0.9368125710887377
9.1,0.9367877018750776
9.200000000000001,0.936782753718245
9.3,0.9367954815464294
9.4,0.9368237761953777
9.5,0.9368656632899212
9.600000000000001,0.9369193013313445
9.700000000000001,0.9369829790945333
9.8,0.9370551124316641
9.9,0.9371342405721952
10.0,0.9372190220020916
10.100000000000001,0.9373082299986089
10.200000000000001,0.9374007478905884
10.3,0.9374955641080861
10.4,0.9375917670793049
10.5,0.9376885400272061
10.600000000000001,0.9377851557128741
10.700000000000001,0.9378809711676892
10.8,0.9379754224516224
10.9,0.9380680194705272
11.0,0.9381583408811329
11.100000000000001,0.9382460291085608
11.200000000000001,0.9383307854975795
11.3,0.9384123656154689
11.4,0.9384905747212825
11.5,0.9385652634134695
11.600000000000001,0.9386363234652256
11.700000000000001,0.9387036838545906
11.8,0.938767306994169
11.9,0.938827185163433
12.0,0.9388833371448401
12.100000000000001,0.9389358050634583
12.200000000000001,0.9389846514284448
12.3,0.9390299563735205
12.4,0.9390718150925564
12.5,0.9391103354654956
12.600000000000001,0.9391456358690763
12.700000000000001,0.9391778431661946
12.8,0.9392070908672233
12.9,0.9392335174561969
13.0,0.9392572648744497
13.100000000000001,0.9392784771540733
13.200000000000001,0.9392972991933974
13.3,0.9393138756666282
13.4,0.9393283500597555
13.5,0.939340863824876
